date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_bigmac,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
7/9/2019,MDA,MDL,Moldova,43,17.8142,2.413804718,-0.48751,-0.47208,-0.41146,-0.32683,-0.20866,,,,,,,
7/9/2019,MEX,MXN,Mexico,50,18.89525,2.646167688,-0.43818,-0.42126,-0.3548,-0.26202,-0.13249,17681.61261,3.36086005,-0.24536,-0.32508,-0.21337,-0.0629,-0.15273
7/9/2019,MYS,MYR,Malaysia,8.85,4.1425,2.136391068,-0.54641,-0.53275,-0.4791,-0.40419,-0.29961,23793.94873,3.517169967,-0.41781,-0.47932,-0.39314,-0.27705,-0.34635
7/9/2019,NIC,NIO,Nicaragua,110,33.1621,3.317039633,-0.29575,-0.27453,-0.19123,-0.07493,0.08745,,,,,,,
7/9/2019,NOR,NOK,Norway,42,8.65275,4.853948167,0.03056,0.06161,0.18351,0.35369,0.59131,75553.41436,4.840807544,-0.03894,-0.14047,0.0018,0.19343,0.07903
7/9/2019,NZL,NZD,New Zealand,6.4,1.513431706,4.228800001,-0.10217,-0.07512,0.03108,0.17935,0.38636,45414.61408,4.070072219,-0.00416,-0.10937,0.03805,0.23662,0.11807
7/9/2019,OMN,OMR,Oman,1.21,0.385,3.142857143,-0.33273,-0.31262,-0.2337,-0.12351,0.03035,,,,,,,
7/9/2019,PAK,PKR,Pakistan,480,157.45,3.048586853,-0.35274,-0.33324,-0.25668,-0.1498,-0.00056,1833.373113,2.955575237,-0.01138,-0.11582,0.03053,0.22766,0.10997
7/9/2019,PER,PEN,Peru,10.5,3.2868,3.194596568,-0.32174,-0.30131,-0.22108,-0.10908,0.04731,10397.64259,3.174588103,-0.0355,-0.13739,0.00538,0.1977,0.08289
7/9/2019,PHL,PHP,Philippines,142,51.3175,2.767087251,-0.41251,-0.39481,-0.32532,-0.2283,-0.09284,5728.426417,3.055182891,-0.13192,-0.22363,-0.09513,0.07797,-0.02537
7/9/2019,POL,PLN,Poland,10.8,3.80775,2.836320662,-0.39781,-0.37967,-0.30844,-0.20899,-0.07015,24420.06347,3.533181511,-0.23058,-0.31187,-0.19797,-0.04455,-0.13614
7/9/2019,QAT,QAR,Qatar,13,3.64175,3.569712364,-0.2421,-0.21927,-0.12962,-0.00446,0.17029,,,,,,,
7/9/2019,ROU,RON,Romania,9.3,4.2192,2.204209329,-0.53202,-0.51792,-0.46256,-0.38528,-0.27738,,,,,,,
7/9/2019,RUS,RUB,Russia,130,63.83875,2.036380725,-0.56765,-0.55462,-0.50348,-0.43208,-0.3324,25636.7601,3.564295924,-0.4524,-0.51026,-0.4292,-0.32001,-0.38519
7/9/2019,SAU,SAR,Saudi Arabia,13,3.75035,3.466343141,-0.26405,-0.24187,-0.15482,-0.03329,0.1364,34423.47375,3.788997324,-0.12316,-0.21579,-0.08599,0.08885,-0.01553
7/9/2019,SGP,SGD,Singapore,5.8,1.3613,4.260633218,-0.09541,-0.06815,0.03885,0.18823,0.3968,73209.56667,4.780868655,-0.14583,-0.23607,-0.10963,0.06069,-0.04099
7/9/2019,SWE,SEK,Sweden,51,9.47505,5.382557348,0.14279,0.17722,0.3124,0.50111,0.76461,43587.50697,4.023347864,0.28226,0.14679,0.33661,0.59229,0.43965
7/9/2019,THA,THB,Thailand,119,30.8275,3.860189766,-0.18043,-0.15574,-0.05879,0.07655,0.26552,9334.129259,3.147391025,0.17553,0.05134,0.22535,0.45975,0.31981
7/9/2019,TUR,TRY,Turkey,13.99,5.722,2.444949318,-0.4809,-0.46526,-0.40386,-0.31814,-0.19845,15431.72011,3.303323863,-0.2906,-0.36554,-0.26053,-0.11908,-0.20352
7/9/2019,TWN,TWD,Taiwan,72,31.172,2.309765174,-0.5096,-0.49483,-0.43682,-0.35584,-0.24277,50957.48673,4.211819326,-0.47438,-0.52991,-0.4521,-0.34729,-0.40986
7/9/2019,UKR,UAH,Ukraine,57,25.6475,2.222438834,-0.52814,-0.51393,-0.45812,-0.3802,-0.2714,,,,,,,
7/9/2019,URY,UYU,Uruguay,164,35.1695,4.663131406,-0.00995,0.01988,0.13698,0.30048,0.52875,,,,,,,
7/9/2019,USA,USD,United States,4.71,1,4.71,0,0.03013,0.14841,0.31355,0.54412,62787.782,4.514353813,0,-0.10565,0.04238,0.24178,0.12274
7/9/2019,VNM,VND,Vietnam,65000,23231,2.79798545,-0.40595,-0.38805,-0.31778,-0.21968,-0.08271,,,,,,,
7/9/2019,ZAF,ZAR,South Africa,31,14.175,2.186948854,-0.53568,-0.52169,-0.46677,-0.39009,-0.28303,14025.84868,3.26737171,-0.35847,-0.42625,-0.33128,-0.20336,-0.27973
1/14/2020,ARE,AED,United Arab Emirates,14.75,3.67315,4.015626914,-0.16688,-0.12362,-0.08947,0.13302,0.28593,,,,,,,
1/14/2020,ARG,ARS,Argentina,171,60.0656,2.846887403,-0.40936,-0.37869,-0.35448,-0.19674,-0.08833,13675.13894,3.28485508,-0.16937,-0.24314,-0.18114,0.0633,-0.07337
1/14/2020,AUS,AUD,Australia,6.45,1.449065353,4.451145,-0.07653,-0.02857,0.00928,0.25591,0.4254,58313.80525,4.443962056,-0.04003,-0.12529,-0.05364,0.22886,0.07091
1/14/2020,AZE,AZN,Azerbaijan,3.95,1.6965,2.328323018,-0.51695,-0.49186,-0.47206,-0.34305,-0.2544,,,,,,,
1/14/2020,BHR,BHD,Bahrain,1.4,0.377,3.713527851,-0.22956,-0.18955,-0.15797,0.04779,0.18919,,,,,,,
1/14/2020,BRA,BRL,Brazil,19.9,4.1419,4.804558295,-0.0032,0.04856,0.08941,0.35562,0.53858,8516.558518,3.150905143,0.46142,0.33163,0.4407,0.87077,0.6303
1/14/2020,CAN,CAD,Canada,6.77,1.30655,5.181585091,0.07502,0.13084,0.1749,0.462,0.65931,43878.02063,4.06911621,0.22045,0.11206,0.20315,0.5623,0.36149
1/14/2020,CHE,CHF,Switzerland,6.5,0.96825,6.713142267,0.39277,0.46509,0.52218,0.89414,1.14977,62246.12662,4.546070419,0.41529,0.2896,0.39523,0.81172,0.57885
1/14/2020,CHL,CLP,Chile,2640,772.74,3.416414318,-0.2912,-0.25439,-0.22534,-0.03605,0.09405,18704.7718,3.415456709,-0.04131,-0.12645,-0.0549,0.22722,0.06948
1/14/2020,CHN,CNY,China,21.5,6.885,3.122730574,-0.35213,-0.31849,-0.29193,-0.11891,0,15751.09193,3.338760176,-0.10359,-0.1832,-0.1163,0.14749,0
1/14/2020,COL,COP,Colombia,11900,3287.625,3.619634234,-0.24904,-0.21004,-0.17926,0.02129,0.15912,8692.50303,3.155473794,0.0994,0.00176,0.08382,0.40735,0.22645
1/14/2020,CRI,CRC,Costa Rica,2350,569.965,4.123060188,-0.14459,-0.10017,-0.06511,0.16334,0.32034,,,,,,,
1/14/2020,CZE,CZK,Czech Republic,85,22.63095,3.755918333,-0.22076,-0.1803,-0.14836,0.05975,0.20277,30837.38704,3.73049746,-0.03505,-0.12075,-0.04873,0.23524,0.07647
1/14/2020,DNK,DKK,Denmark,30,6.71935,4.464717569,-0.07371,-0.02561,0.01236,0.25974,0.42975,63949.06241,4.590289588,-0.0678,-0.15059,-0.08101,0.19332,0.03993
1/14/2020,EGY,EGP,Egypt,42,15.88,2.644836272,-0.45128,-0.42278,-0.40029,-0.25375,-0.15304,6493.504689,3.098373649,-0.18187,-0.25453,-0.19347,0.04729,-0.08733
1/14/2020,EUZ,EUR,Euro area,4.12,0.899159286,4.582058,-0.04937,0,0.03896,0.29285,0.46732,41274.65671,4.001516133,0.09747,0,0.08191,0.40487,0.2243
1/14/2020,GBR,GBP,Britain,3.39,0.76866905,4.410220497,-0.08502,-0.0375,0,0.24436,0.4123,47645.07297,4.166933125,0.01438,-0.07571,0,0.29851,0.1316
1/14/2020,GTM,GTQ,Guatemala,25,7.7063,3.244098984,-0.32695,-0.292,-0.26441,-0.08466,0.03887,,,,,,,
1/14/2020,HKG,HKD,Hong Kong,20.5,7.77535,2.636537262,-0.453,-0.4246,-0.40218,-0.25609,-0.15569,88947.16105,5.239401063,-0.51771,-0.56054,-0.52455,-0.38262,-0.46197
1/14/2020,HND,HNL,Honduras,87,24.6548,3.52872463,-0.2679,-0.22988,-0.19988,-0.00436,0.13001,,,,,,,
1/14/2020,HUN,HUF,Hungary,900,298.7502,3.012550284,-0.37499,-0.34253,-0.31692,-0.15,-0.03528,26120.14317,3.608007459,-0.19976,-0.27083,-0.2111,0.0244,-0.10728
1/14/2020,IDN,IDR,Indonesia,33000,13670,2.414045355,-0.49916,-0.47315,-0.45262,-0.31887,-0.22694,8664.010508,3.154733945,-0.2666,-0.33174,-0.277,-0.06118,-0.18185
1/14/2020,IND,INR,India,188,70.87815,2.652439433,-0.4497,-0.42112,-0.39857,-0.2516,-0.1506,3726.537031,3.026525367,-0.16004,-0.23464,-0.17195,0.07523,-0.06297
1/14/2020,ISR,ILS,Israel,17,3.4595,4.914004914,0.0195,0.07244,0.11423,0.38651,0.57362,44940.29581,4.096699708,0.14963,0.04753,0.13333,0.47164,0.28248
1/14/2020,JOR,JOD,Jordan,2.3,0.709,3.244005642,-0.32697,-0.29202,-0.26443,-0.08469,0.03884,,,,,,,
1/14/2020,JPN,JPY,Japan,390,110.04,3.544165758,-0.2647,-0.22651,-0.19637,0,0.13496,54628.15351,4.348258824,-0.21881,-0.28819,-0.22989,0,-0.12854
1/14/2020,KOR,KRW,South Korea,4500,1156.1,3.892396851,-0.19245,-0.15051,-0.11741,0.09825,0.24647,39821.46984,3.963782052,-0.05884,-0.14243,-0.07218,0.20478,0.04992
1/14/2020,KWT,KWD,Kuwait,1.1,0.3034,3.625576796,-0.24781,-0.20874,-0.17791,0.02297,0.16103,,,,,,,
1/14/2020,LBN,LBP,Lebanon,6500,1514,4.29326288,-0.10928,-0.06303,-0.02652,0.21136,0.37484,,,,,,,
1/14/2020,LKA,LKR,Sri Lanka,580,181.45,3.196472858,-0.33683,-0.30239,-0.27521,-0.0981,0.02361,,,,,,,
1/14/2020,MDA,MDL,Moldova,45,17.42,2.583237658,-0.46406,-0.43623,-0.41426,-0.27113,-0.17276,,,,,,,
1/14/2020,MEX,MXN,Mexico,50,18.8205,2.656677559,-0.44882,-0.4202,-0.39761,-0.25041,-0.14925,18617.5687,3.413192355,-0.25401,-0.32026,-0.26458,-0.04505,-0.1678
1/14/2020,MYS,MYR,Malaysia,9.5,4.0745,2.331574426,-0.51627,-0.49115,-0.47132,-0.34214,-0.25335,23599.1604,3.542546527,-0.3692,-0.42523,-0.37814,-0.19251,-0.29631
1/14/2020,NIC,NIO,Nicaragua,120,33.8763,3.542299484,-0.26508,-0.22692,-0.1968,-0.00053,0.13436,,,,,,,
1/14/2020,NOR,NOK,Norway,53,8.87515,5.971730055,0.23895,0.30329,0.35407,0.68495,0.91234,61237.63501,4.519883488,0.26628,0.15382,0.24833,0.62097,0.41261
1/14/2020,NZL,NZD,New Zealand,6.5,1.513546239,4.29455,-0.10901,-0.06275,-0.02623,0.21172,0.37525,47563.26094,4.164808759,-0.01172,-0.09949,-0.02573,0.2651,0.10249
1/14/2020,OMN,OMR,Oman,1.155,0.38505,2.99961044,-0.37767,-0.34536,-0.31985,-0.15365,-0.03943,,,,,,,
1/14/2020,PAK,PKR,Pakistan,520,154.875,3.357546408,-0.30341,-0.26724,-0.23869,-0.05266,0.0752,1897.534402,2.979032691,0.0802,-0.01574,0.06489,0.38276,0.20503
1/14/2020,PER,PEN,Peru,11.9,3.3276,3.57615098,-0.25806,-0.21953,-0.18912,0.00902,0.1452,9469.822812,3.175658017,0.07929,-0.01656,0.06399,0.3816,0.20402
1/14/2020,PHL,PHP,Philippines,142,50.58,2.807433768,-0.41754,-0.3873,-0.36343,-0.20787,-0.10097,6174.925693,3.090101289,-0.12925,-0.20658,-0.14159,0.11465,-0.02862
1/14/2020,POL,PLN,Poland,11,3.7966,2.897329189,-0.39889,-0.36768,-0.34304,-0.18251,-0.07218,26407.72311,3.615474885,-0.23195,-0.30016,-0.24284,-0.01682,-0.14319
1/14/2020,QAT,QAR,Qatar,13,3.641,3.570447679,-0.25924,-0.22078,-0.19042,0.00742,0.14337,,,,,,,
1/14/2020,ROU,RON,Romania,9.5,4.2982,2.210227537,-0.54145,-0.51763,-0.49884,-0.37638,-0.29221,,,,,,,
1/14/2020,RUS,RUB,Russia,135,61.4325,2.197533879,-0.54408,-0.5204,-0.50172,-0.37996,-0.29628,26667.4544,3.62221918,-0.41854,-0.47018,-0.42679,-0.25568,-0.35135
1/14/2020,SAU,SAR,Saudi Arabia,13,3.7518,3.465003465,-0.28112,-0.24379,-0.21432,-0.02234,0.10961,34073.37011,3.8145244,-0.1294,-0.20672,-0.14174,0.11446,-0.02879
1/14/2020,SGP,SGD,Singapore,5.9,1.34715,4.379616227,-0.09137,-0.04418,-0.00694,0.23573,0.4025,73632.1034,4.841723632,-0.13305,-0.21005,-0.14534,0.10978,-0.03287
1/14/2020,SWE,SEK,Sweden,51.5,9.4591,5.444492605,0.12956,0.18822,0.23452,0.53618,0.7435,45761.41806,4.118021324,0.26714,0.1546,0.24918,0.62207,0.41358
1/14/2020,THA,THB,Thailand,115,30.2775,3.798199983,-0.21199,-0.17107,-0.13877,0.07168,0.21631,10166.90526,3.193758762,0.13981,0.03858,0.12365,0.45907,0.27153
1/14/2020,TUR,TRY,Turkey,12.99,5.88025,2.20908975,-0.54168,-0.51788,-0.4991,-0.3767,-0.29258,19239.83556,3.429350407,-0.38261,-0.43744,-0.39136,-0.20968,-0.31126
1/14/2020,TWN,TWD,Taiwan,72,29.8845,2.409275711,-0.50015,-0.47419,-0.45371,-0.32021,-0.22847,53629.6816,4.322332069,-0.46577,-0.51322,-0.47335,-0.31614,-0.40404
1/14/2020,UKR,UAH,Ukraine,57,23.99,2.375989996,-0.50706,-0.48146,-0.46125,-0.32961,-0.23913,,,,,,,
1/14/2020,URY,UYU,Uruguay,179,37.435,4.781621477,-0.00796,0.04355,0.08421,0.34915,0.53123,,,,,,,
1/14/2020,USA,USD,United States,4.82,1,4.82,0,0.05193,0.09292,0.35998,0.54352,65077.295,4.619585765,0,-0.08881,-0.01417,0.2801,0.11556
1/14/2020,VNM,VND,Vietnam,66000,23176,2.847773559,-0.40918,-0.37849,-0.35428,-0.19649,-0.08805,,,,,,,
1/14/2020,ZAF,ZAR,South Africa,31,14.391,2.154124105,-0.55309,-0.52988,-0.51156,-0.39221,-0.31018,14850.43586,3.31537335,-0.37728,-0.43258,-0.3861,-0.20285,-0.30531
7/1/2020,ARE,AED,United Arab Emirates,14.75,3.67295,4.015845574,-0.16684,-0.16094,-0.06113,0.10461,0.29608,,,,,,,
7/1/2020,ARG,ARS,Argentina,250,71.24065,3.50923244,-0.27194,-0.26679,-0.17957,-0.03474,0.13258,9353.795032,3.129225281,0.0974,-0.05961,0.10643,0.36312,0.19704
7/1/2020,AUS,AUD,Australia,6.55,1.430615165,4.578449998,-0.05011,-0.04339,0.0704,0.25937,0.47766,57423.51815,4.498652394,-0.00407,-0.14657,0.00412,0.23707,0.08635
7/1/2020,AZE,AZN,Azerbaijan,3.95,1.699,2.324896998,-0.51766,-0.51424,-0.45646,-0.3605,-0.24966,,,,,,,
7/1/2020,BHR,BHD,Bahrain,1.4,0.37705,3.713035406,-0.22966,-0.22421,-0.13193,0.02132,0.19835,,,,,,,
7/1/2020,BRA,BRL,Brazil,20.9,5.34045,3.913527886,-0.18806,-0.18232,-0.08505,0.07647,0.26306,8109.067679,3.093765052,0.23786,0.06075,0.24804,0.53759,0.35025
7/1/2020,CAN,CAD,Canada,6.88,1.3552,5.07674144,0.05327,0.06072,0.18689,0.39643,0.63848,43176.48251,4.092777851,0.21383,0.04016,0.22381,0.50774,0.32404
7/1/2020,CHE,CHF,Switzerland,6.5,0.94125,6.905710491,0.43272,0.44286,0.61449,0.89951,1.22876,62246.12662,4.636040553,0.45765,0.24909,0.46963,0.81059,0.58999
7/1/2020,CHL,CLP,Chile,2740,787.7,3.478481655,-0.27832,-0.27322,-0.18676,-0.04319,0.12265,18022.1159,3.376171443,0.00822,-0.13603,0.01651,0.25235,0.09976
7/1/2020,CHN,CNY,China,21.7,7.0035,3.098450775,-0.35717,-0.35262,-0.27561,-0.14773,0,15605.92057,3.307338024,-0.08324,-0.2144,-0.0757,0.13874,0
7/1/2020,COL,COP,Colombia,11900,3617.01,3.290010257,-0.31743,-0.3126,-0.23083,-0.09504,0.06182,8692.50303,3.110386163,0.03508,-0.11301,0.04359,0.28571,0.12906
7/1/2020,CRI,CRC,Costa Rica,2350,581.825,4.039015168,-0.16203,-0.1561,-0.05572,0.11099,0.30356,,,,,,,
7/1/2020,CZE,CZK,Czech Republic,89,23.4134,3.801242024,-0.21136,-0.20578,-0.11131,0.04559,0.22682,29451.43706,3.701773948,0.00486,-0.13891,0.01313,0.24817,0.0961
7/1/2020,DNK,DKK,Denmark,30,6.54935,4.580607236,-0.04967,-0.04294,0.0709,0.25996,0.47835,63949.06241,4.684554385,-0.04315,-0.18005,-0.03528,0.18854,0.04373
7/1/2020,EGY,EGP,Egypt,42,15.95,2.63322884,-0.45369,-0.44982,-0.38438,-0.27569,-0.15015,6493.504689,3.047740328,-0.15452,-0.27549,-0.14757,0.0502,-0.07776
7/1/2020,EUZ,EUR,Euro area,4.21,0.879623521,4.786138501,-0.00703,0,0.11895,0.31649,0.54469,40392.30063,4.013461102,0.16696,0,0.17656,0.44953,0.27292
7/1/2020,GBR,GBP,Britain,3.39,0.79255003,4.277332498,-0.11259,-0.10631,0,0.17654,0.38047,47645.07297,4.220080622,-0.00816,-0.15006,0,0.232,0.0819
7/1/2020,GTM,GTQ,Guatemala,25,7.693,3.249707526,-0.32579,-0.32102,-0.24025,-0.10612,0.04882,,,,,,,
7/1/2020,HKG,HKD,Hong Kong,20.5,7.75095,2.644837084,-0.45128,-0.4474,-0.38166,-0.2725,-0.1464,88947.16105,5.396708977,-0.52042,-0.58904,-0.51648,-0.4043,-0.47688
7/1/2020,HND,HNL,Honduras,87,24.6907,3.523593904,-0.26896,-0.26379,-0.17622,-0.03079,0.13721,,,,,,,
7/1/2020,HUN,HUF,Hungary,900,311.37795,2.890378076,-0.40034,-0.39609,-0.32426,-0.20496,-0.06715,26120.14317,3.606870881,-0.21582,-0.32802,-0.20937,-0.02594,-0.14462
7/1/2020,IDN,IDR,Indonesia,34000,14435,2.355386214,-0.51133,-0.50787,-0.44933,-0.35212,-0.23982,8409.186669,3.102314947,-0.25704,-0.36334,-0.25093,-0.07714,-0.18958
7/1/2020,IND,INR,India,190,75.1975,2.526679743,-0.47579,-0.47208,-0.40929,-0.305,-0.18453,3687.310325,2.967796479,-0.16688,-0.28608,-0.16003,0.03485,-0.09124
7/1/2020,ISR,ILS,Israel,17,3.4367,4.946605756,0.02627,0.03353,0.15647,0.36063,0.59648,44940.29581,4.143025982,0.16837,0.00121,0.17798,0.45127,0.27445
7/1/2020,JOR,JOD,Jordan,2.3,0.709,3.244005642,-0.32697,-0.32221,-0.24158,-0.10769,0.04698,,,,,,,
7/1/2020,JPN,JPY,Japan,390,107.275,3.635516197,-0.24574,-0.24041,-0.15005,0,0.17333,54628.15351,4.419017067,-0.19493,-0.31012,-0.18831,0,-0.12184
7/1/2020,KOR,KRW,South Korea,4500,1200.95,3.747033598,-0.22261,-0.21711,-0.12398,0.03067,0.20932,39821.46984,3.997199075,-0.08268,-0.21392,-0.07513,0.13944,0.00061
7/1/2020,KWT,KWD,Kuwait,1.15,0.3078,3.736192333,-0.22486,-0.21937,-0.12651,0.02769,0.20583,,,,,,,
7/1/2020,LBN,LBP,Lebanon,9000,1512,5.952380952,0.23493,0.24367,0.39161,0.63729,0.92108,,,,,,,
7/1/2020,LKA,LKR,Sri Lanka,680,185.85,3.658864676,-0.2409,-0.23553,-0.14459,0.00642,0.18087,,,,,,,
7/1/2020,MDA,MDL,Moldova,47,17.075,2.752562225,-0.42893,-0.42489,-0.35648,-0.24287,-0.11163,,,,,,,
7/1/2020,MEX,MXN,Mexico,50,22.436,2.228561241,-0.53764,-0.53437,-0.47898,-0.387,-0.28075,18617.5687,3.393134911,-0.35729,-0.44925,-0.35201,-0.20167,-0.29894
7/1/2020,MYS,MYR,Malaysia,9.99,4.2655,2.342046653,-0.5141,-0.51066,-0.45245,-0.35579,-0.24412,22441.64402,3.502076508,-0.34557,-0.43921,-0.34019,-0.18711,-0.28616
7/1/2020,NIC,NIO,Nicaragua,120,34.3752,3.49088878,-0.27575,-0.27063,-0.18386,-0.03978,0.12666,,,,,,,
7/1/2020,NOR,NOK,Norway,52,9.37105,5.549004647,0.15125,0.15939,0.2973,0.52633,0.7909,62415.28183,4.640859506,0.17006,0.00265,0.17968,0.45337,0.27629
7/1/2020,NZL,NZD,New Zealand,6.6,1.51779616,4.34841,-0.09784,-0.09146,0.01662,0.19609,0.40341,46842.60548,4.197219647,0.01382,-0.13123,0.02215,0.2593,0.10587
7/1/2020,OMN,OMR,Oman,1.1,0.385,2.857142857,-0.40723,-0.40304,-0.33203,-0.2141,-0.07788,,,,,,,
7/1/2020,PAK,PKR,Pakistan,550,166.5,3.303303303,-0.31467,-0.30982,-0.22772,-0.09138,0.06611,1794.032526,2.913860118,0.10936,-0.04937,0.11848,0.37797,0.21008
7/1/2020,PER,PEN,Peru,11.9,3.4973,3.402624882,-0.29406,-0.28907,-0.2045,-0.06406,0.09817,9469.822812,3.132530721,0.06294,-0.08914,0.07168,0.32032,0.15945
7/1/2020,PHL,PHP,Philippines,142,49.426,2.872981831,-0.40395,-0.39973,-0.32832,-0.20975,-0.07277,6174.925693,3.038664538,-0.07479,-0.20716,-0.06718,0.14924,0.00922
7/1/2020,POL,PLN,Poland,11,3.94345,2.789435646,-0.42128,-0.41718,-0.34786,-0.23273,-0.09973,26407.72311,3.615063558,-0.24492,-0.35296,-0.23871,-0.06209,-0.17637
7/1/2020,QAT,QAR,Qatar,13,3.641,3.570447679,-0.25924,-0.254,-0.16526,-0.0179,0.15233,,,,,,,
7/1/2020,ROU,RON,Romania,9.9,4.26005,2.323916386,-0.51786,-0.51445,-0.45669,-0.36077,-0.24997,,,,,,,
7/1/2020,RUS,RUB,Russia,135,70.585,1.91258766,-0.6032,-0.60039,-0.55286,-0.47392,-0.38273,26667.4544,3.622462875,-0.48334,-0.55726,-0.47909,-0.35823,-0.43643
7/1/2020,SAU,SAR,Saudi Arabia,14,3.75105,3.732288293,-0.22567,-0.22019,-0.12743,0.02662,0.20457,31639.55796,3.764109903,-0.02971,-0.16853,-0.02173,0.20524,0.05839
7/1/2020,SGP,SGD,Singapore,5.9,1.3876,4.251945806,-0.11785,-0.11161,-0.00594,0.16956,0.37228,73632.1034,4.960408249,-0.16119,-0.28121,-0.1543,0.04191,-0.08504
7/1/2020,SWE,SEK,Sweden,52.6,9.1384,5.755931016,0.19418,0.20263,0.34568,0.58325,0.85768,44804.43023,4.139155396,0.3608,0.1661,0.37199,0.6903,0.48436
7/1/2020,THA,THB,Thailand,128,31.385,4.078381392,-0.15386,-0.14788,-0.04651,0.12182,0.31626,9134.328942,3.122973054,0.27794,0.0951,0.28845,0.58737,0.39397
7/1/2020,TUR,TRY,Turkey,13.99,6.8595,2.039507253,-0.57687,-0.57387,-0.52318,-0.439,-0.34177,17864.57927,3.371683484,-0.40807,-0.49276,-0.4032,-0.26474,-0.35433
7/1/2020,TWN,TWD,Taiwan,72,29.4565,2.444282247,-0.49289,-0.4893,-0.42855,-0.32767,-0.21113,53629.6816,4.390572249,-0.45522,-0.53316,-0.45074,-0.32331,-0.40576
7/1/2020,UKR,UAH,Ukraine,59,27.13,2.174714338,-0.54881,-0.54562,-0.49157,-0.40181,-0.29813,,,,,,,
7/1/2020,URY,UYU,Uruguay,189,43.675,4.327418432,-0.1022,-0.09584,0.01171,0.19032,0.39664,,,,,,,
7/1/2020,USA,USD,United States,4.82,1,4.82,0,0.00707,0.12687,0.32581,0.55562,65077.295,4.71669587,0,-0.14307,0.00822,0.24213,0.0908
7/1/2020,VNM,VND,Vietnam,66000,23180,2.84728214,-0.40928,-0.4051,-0.33433,-0.21681,-0.08106,,,,,,,
7/1/2020,ZAF,ZAR,South Africa,31,16.6725,1.859349228,-0.61424,-0.61151,-0.5653,-0.48856,-0.39991,14850.43586,3.28581551,-0.44626,-0.52548,-0.4417,-0.31218,-0.39598
1/1/2021,ARE,AED,United Arab Emirates,14.75,3.67315,4.015626914,-0.17881,-0.22237,-0.09511,0.07387,0.16079,45838.63357,4.336864525,-0.08846,-0.2567,-0.09004,0.1263,-0.05509
1/1/2021,ARG,ARS,Argentina,320,85.3736,3.748231303,-0.23349,-0.27416,-0.15537,0.00236,0.08349,9252.441999,3.352702271,0.10061,-0.10254,0.09869,0.3599,0.14089
1/1/2021,AUS,AUD,Australia,6.48,1.299967501,4.984739999,0.01937,-0.03471,0.12327,0.33303,0.44092,58007.22656,4.664197581,0.05212,-0.14207,0.05029,0.29999,0.09063
1/1/2021,AZE,AZN,Azerbaijan,3.95,1.699,2.324896998,-0.52456,-0.54978,-0.47611,-0.37827,-0.32795,8925.098013,3.343896774,-0.31554,-0.44187,-0.31673,-0.15428,-0.29048
1/1/2021,BHR,BHD,Bahrain,1.5,0.377,3.978779841,-0.18634,-0.22951,-0.10342,0.06402,0.15013,28826.49784,3.879241003,0.00973,-0.17664,0.00797,0.24761,0.04669
1/1/2021,BRA,BRL,Brazil,21.9,5.5046,3.978490717,-0.1864,-0.22957,-0.10348,0.06394,0.15005,8023.995418,3.319657269,0.17985,-0.03792,0.17779,0.45781,0.22303
1/1/2021,CAN,CAD,Canada,6.77,1.2803,5.287823166,0.08135,0.02399,0.19156,0.41409,0.52853,42026.6839,4.234323735,0.2294,0.00249,0.22726,0.51904,0.2744
1/1/2021,CHE,CHF,Switzerland,6.5,0.89155,7.290673546,0.49094,0.41184,0.64289,0.94969,1.10749,60659.69017,4.735548395,0.51565,0.2359,0.51301,0.87272,0.57112
1/1/2021,CHL,CLP,Chile,2940,719.425,4.086596935,-0.1643,-0.20863,-0.07912,0.09285,0.1813,17217.8207,3.566969586,0.12788,-0.0803,0.12592,0.3936,0.16916
1/1/2021,CHN,CNY,China,22.4,6.4751,3.459406032,-0.29256,-0.33009,-0.22045,-0.07487,0,15855.47506,3.530322723,-0.03531,-0.21337,-0.03699,0.19196,0
1/1/2021,COL,COP,Colombia,12950,3460.5,3.742233781,-0.23472,-0.27532,-0.15672,0.00076,0.08176,7479.360987,3.305006697,0.1147,-0.09104,0.11276,0.37732,0.1555
1/1/2021,CRI,CRC,Costa Rica,2350,613.77,3.828795803,-0.21702,-0.25855,-0.13721,0.02391,0.10678,14807.94552,3.502144359,0.07629,-0.12236,0.07442,0.32985,0.11568
1/1/2021,CZE,CZK,Czech Republic,89,21.5909,4.122106999,-0.15703,-0.20176,-0.07112,0.10235,0.19156,29332.64044,3.892856151,0.04244,-0.14996,0.04063,0.28803,0.0806
1/1/2021,DNK,DKK,Denmark,30,6.12065,4.901440207,0.00234,-0.05084,0.1045,0.31076,0.41684,65054.84769,4.853777376,-0.00587,-0.18936,-0.0076,0.22834,0.03052
1/1/2021,EGY,EGP,Egypt,42.5,15.64,2.717391304,-0.4443,-0.47378,-0.38766,-0.27331,-0.21449,7036.887881,3.293104246,-0.18764,-0.33758,-0.18906,0.00374,-0.15791
1/1/2021,EUZ,EUR,Euro area,4.25,0.823011399,5.163962498,0.05603,0,0.16365,0.38096,0.49273,38721.91615,4.145426051,0.22635,0,0.22422,0.51527,0.27124
